candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
new-facility-zone:10595,distance-500,true,176,35,2,9,56
new-facility-zone:10595,rider-conditional,true,143,35,2,9,56
new-facility-zone:10595,normal-operations,true,153,35,2,9,56
new-facility-zone:10595,optimistic-information,true,150,35,2,9,56
new-facility-zone:10595,saturday,true,209,27,2,9,47
new-facility-zone:106,primary,true,275,22,3,8,49
new-facility-zone:106,distance-300,true,194,22,3,7,46
new-facility-zone:106,distance-500,true,168,35,5,21,125
new-facility-zone:106,rider-conditional,true,267,22,3,8,49
new-facility-zone:106,normal-operations,true,275,22,3,8,49
new-facility-zone:106,optimistic-information,true,269,22,3,8,49
new-facility-zone:106,saturday,true,340,14,3,8,32
new-facility-zone:10620,primary,true,139,37,3,12,81
new-facility-zone:10620,distance-300,true,88,36,3,7,48
new-facility-zone:10620,distance-500,true,161,37,3,13,87
new-facility-zone:10620,rider-conditional,true,128,37,3,12,81
new-facility-zone:10620,normal-operations,true,139,37,3,12,81
new-facility-zone:10620,optimistic-information,true,136,37,3,12,81
new-facility-zone:10620,saturday,true,166,31,3,12,78
new-facility-zone:10630,primary,true,279,22,2,10,41
new-facility-zone:10630,distance-300,true,282,15,2,7,22
new-facility-zone:10630,distance-500,true,363,14,2,10,28
new-facility-zone:10630,rider-conditional,true,272,22,2,10,41
new-facility-zone:10630,normal-operations,true,279,22,2,10,41
new-facility-zone:10630,optimistic-information,true,273,22,2,10,41
new-facility-zone:10630,saturday,true,238,24,2,10,64
new-facility-zone:10646,primary,true,234,25,4,18,73
new-facility-zone:10646,distance-300,true,219,20,4,12,44
new-facility-zone:10646,distance-500,true,265,25,4,26,94
new-facility-zone:10646,rider-conditional,true,224,25,4,18,73
new-facility-zone:10646,normal-operations,true,234,25,4,18,73
new-facility-zone:10646,optimistic-information,true,229,25,4,18,73
new-facility-zone:10646,saturday,true,220,25,4,18,75
new-facility-zone:1067,primary,true,52,57,3,14,145
new-facility-zone:1067,distance-300,true,65,43,2,11,119
new-facility-zone:1067,distance-500,true,65,57,3,14,145
new-facility-zone:1067,rider-conditional,true,42,57,3,14,145
new-facility-zone:1067,normal-operations,true,52,57,3,14,145
new-facility-zone:1067,optimistic-information,true,54,56,3,12,118
new-facility-zone:1067,saturday,true,53,55,3,14,136
new-facility-zone:1071,primary,true,124,40,3,10,64
new-facility-zone:1071,distance-300,true,136,28,2,7,46
new-facility-zone:1071,distance-500,true,141,40,3,10,64
new-facility-zone:1071,rider-conditional,true,113,40,3,10,64
new-facility-zone:1071,normal-operations,true,124,40,3,10,64
new-facility-zone:1071,optimistic-information,true,120,40,3,10,64
new-facility-zone:1071,saturday,true,121,38,3,10,63
new-facility-zone:1087,primary,true,306,19,4,15,36
new-facility-zone:1087,distance-300,true,334,11,2,7,16
new-facility-zone:1087,distance-500,true,63,58,5,26,102
new-facility-zone:1087,rider-conditional,true,299,19,4,15,36
new-facility-zone:1087,normal-operations,true,306,19,4,15,36
new-facility-zone:1087,optimistic-information,true,300,19,4,15,36
new-facility-zone:1087,saturday,true,282,20,4,15,40
new-facility-zone:1095,primary,true,264,23,3,14,43
new-facility-zone:1095,distance-300,true,350,10,2,10,26
new-facility-zone:1095,distance-500,true,284,23,3,15,49
new-facility-zone:1095,rider-conditional,true,256,23,3,14,43
new-facility-zone:1095,normal-operations,true,264,23,3,14,43
new-facility-zone:1095,optimistic-information,true,257,23,3,14,43
new-facility-zone:1095,saturday,true,223,25,3,14,46
new-facility-zone:11009,primary,true,352,14,2,8,32
new-facility-zone:11009,distance-300,true,305,13,2,6,25
new-facility-zone:11009,distance-500,true,365,14,2,9,38
new-facility-zone:11009,rider-conditional,true,346,14,2,8,32
new-facility-zone:11009,normal-operations,true,352,14,2,8,32
new-facility-zone:11009,optimistic-information,true,347,14,2,8,32
new-facility-zone:11009,saturday,true,343,14,2,8,34
new-facility-zone:11025,primary,true,213,27,4,13,46
new-facility-zone:11025,distance-300,true,367,8,2,9,24
new-facility-zone:11025,distance-500,true,111,45,5,20,70
new-facility-zone:11025,rider-conditional,true,203,27,4,13,46
new-facility-zone:11025,normal-operations,true,213,27,4,13,46
new-facility-zone:11025,optimistic-information,true,208,27,4,13,46
new-facility-zone:11025,saturday,true,221,25,4,13,47
new-facility-zone:11047,primary,true,18,79,10,14,117
new-facility-zone:11047,distance-300,true,13,78,10,12,84
new-facility-zone:11047,distance-500,true,7,93,10,18,146
new-facility-zone:11047,rider-conditional,true,254,23,6,2,33
new-facility-zone:11047,normal-operations,true,18,79,10,14,117
new-facility-zone:11047,optimistic-information,true,18,79,10,14,117
new-facility-zone:11047,saturday,true,8,90,9,13,130
new-facility-zone:11073,primary,true,175,31,3,13,72
new-facility-zone:11073,distance-300,true,169,25,2,6,38
new-facility-zone:11073,distance-500,true,203,31,3,16,90
new-facility-zone:11073,rider-conditional,true,165,31,3,13,72
new-facility-zone:11073,normal-operations,true,175,31,3,13,72
new-facility-zone:11073,optimistic-information,true,171,31,3,13,72
new-facility-zone:11073,saturday,true,164,31,3,13,69
new-facility-zone:1109,primary,true,179,31,3,8,51
new-facility-zone:1109,distance-300,true,174,24,3,6,38
new-facility-zone:1109,distance-500,true,211,31,3,8,51
new-facility-zone:1109,rider-conditional,true,169,31,3,8,51
new-facility-zone:1109,normal-operations,true,179,31,3,8,51
new-facility-zone:1109,optimistic-information,true,175,31,3,8,51
new-facility-zone:1109,saturday,true,148,33,3,8,54
new-facility-zone:1112,primary,true,325,17,2,12,48
new-facility-zone:1112,distance-300,true,270,16,2,9,30
new-facility-zone:1112,distance-500,true,339,17,2,15,54
new-facility-zone:1112,rider-conditional,true,318,17,2,12,48
new-facility-zone:1112,normal-operations,true,325,17,2,12,48
new-facility-zone:1112,optimistic-information,true,319,17,2,12,48
new-facility-zone:1112,saturday,true,309,18,2,12,51
new-facility-zone:11164,primary,true,420,2,1,1,2
new-facility-zone:11164,distance-300,true,420,2,1,1,2
new-facility-zone:11164,distance-500,true,420,2,1,1,2
new-facility-zone:11164,rider-conditional,true,418,2,1,1,2
new-facility-zone:11164,normal-operations,true,420,2,1,1,2
new-facility-zone:11164,optimistic-information,true,420,2,1,1,2
new-facility-zone:11164,saturday,true,420,2,1,1,2
new-facility-zone:11175,primary,true,67,53,4,13,135
new-facility-zone:11175,distance-300,true,46,48,4,8,102
new-facility-zone:11175,distance-500,true,39,66,5,22,204
new-facility-zone:11175,rider-conditional,true,57,53,4,13,135
new-facility-zone:11175,normal-operations,true,67,53,4,13,135
new-facility-zone:11175,optimistic-information,true,65,53,4,13,135
new-facility-zone:11175,saturday,true,70,50,4,13,130
new-facility-zone:1119,primary,true,148,35,5,17,95
new-facility-zone:1119,distance-300,true,192,22,4,7,35
new-facility-zone:1119,distance-500,true,169,35,5,19,106
new-facility-zone:1119,rider-conditional,true,138,35,5,17,95
new-facility-zone:1119,normal-operations,true,148,35,5,17,95
new-facility-zone:1119,optimistic-information,true,145,35,5,17,95
new-facility-zone:1119,saturday,true,181,29,5,17,73
new-facility-zone:11230,primary,true,10,89,8,12,101
new-facility-zone:11230,distance-300,true,6,89,8,11,92
new-facility-zone:11230,distance-500,true,12,89,8,12,101
new-facility-zone:11230,rider-conditional,true,7,89,8,12,101
new-facility-zone:11230,normal-operations,true,10,89,8,12,101
new-facility-zone:11230,optimistic-information,true,10,89,8,12,101
new-facility-zone:11230,saturday,true,13,83,6,10,91
new-facility-zone:1164,primary,true,361,13,3,7,23
new-facility-zone:1164,distance-300,true,298,13,3,7,23
new-facility-zone:1164,distance-500,true,372,13,3,7,23
new-facility-zone:1164,rider-conditional,true,355,13,3,7,23
new-facility-zone:1164,normal-operations,true,361,13,3,7,23
new-facility-zone:1164,optimistic-information,true,357,13,3,7,23
new-facility-zone:1164,saturday,true,372,11,3,7,22
new-facility-zone:1170,primary,true,308,19,3,7,30
new-facility-zone:1170,distance-300,true,235,19,3,5,26
new-facility-zone:1170,distance-500,true,322,19,3,10,46
new-facility-zone:1170,rider-conditional,true,301,19,3,7,30
new-facility-zone:1170,normal-operations,true,308,19,3,7,30
new-facility-zone:1170,optimistic-information,true,302,19,3,7,30
new-facility-zone:1170,saturday,true,317,17,3,7,28
new-facility-zone:1197,primary,true,367,13,2,12,39
new-facility-zone:1197,distance-300,true,303,13,2,7,23
new-facility-zone:1197,distance-500,true,377,13,2,13,41
new-facility-zone:1197,rider-conditional,true,362,13,2,12,39
new-facility-zone:1197,normal-operations,true,367,13,2,12,39
new-facility-zone:1197,optimistic-information,true,362,13,2,12,39
new-facility-zone:1197,saturday,true,351,13,2,12,41
new-facility-zone:1200,primary,true,160,33,5,13,69
new-facility-zone:1200,distance-300,true,97,33,5,10,51
new-facility-zone:1200,distance-500,true,182,33,5,16,87
new-facility-zone:1200,rider-conditional,true,150,33,5,13,69
new-facility-zone:1200,normal-operations,true,160,33,5,13,69
new-facility-zone:1200,optimistic-information,true,268,22,5,5,28
new-facility-zone:1200,saturday,true,149,32,5,13,66
new-facility-zone:1214,primary,true,348,14,2,12,50
new-facility-zone:1214,distance-300,true,290,14,2,10,38
new-facility-zone:1214,distance-500,true,251,26,3,18,74
new-facility-zone:1214,rider-conditional,true,342,14,2,12,50
new-facility-zone:1214,normal-operations,true,348,14,2,12,50
new-facility-zone:1214,optimistic-information,true,343,14,2,12,50
new-facility-zone:1214,saturday,true,352,13,2,12,50
new-facility-zone:1221,primary,true,104,44,6,9,87
new-facility-zone:1221,distance-300,true,152,26,3,5,49
new-facility-zone:1221,distance-500,true,48,62,6,11,108
new-facility-zone:1221,rider-conditional,true,92,44,6,9,87
new-facility-zone:1221,normal-operations,true,104,44,6,9,87
new-facility-zone:1221,optimistic-information,true,100,44,6,9,87
new-facility-zone:1221,saturday,true,129,36,5,9,66
new-facility-zone:1272,primary,true,259,24,2,10,54
new-facility-zone:1272,distance-300,true,175,24,2,8,46
new-facility-zone:1272,distance-500,true,281,24,2,10,54
new-facility-zone:1272,rider-conditional,true,250,24,2,10,54
new-facility-zone:1272,normal-operations,true,259,24,2,10,54
new-facility-zone:1272,optimistic-information,true,253,24,2,10,54
new-facility-zone:1272,saturday,true,266,22,2,10,50
new-facility-zone:1278,primary,true,211,28,3,6,47
new-facility-zone:1278,distance-300,true,218,21,2,2,21
new-facility-zone:1278,distance-500,true,227,29,3,8,67
new-facility-zone:1278,rider-conditional,true,201,28,3,6,47
new-facility-zone:1278,normal-operations,true,211,28,3,6,47
new-facility-zone:1278,optimistic-information,true,207,28,3,6,47
new-facility-zone:1278,saturday,true,236,24,3,6,41
new-facility-zone:1281,primary,true,338,16,2,7,43
new-facility-zone:1281,distance-300,true,273,16,2,7,43
new-facility-zone:1281,distance-500,true,353,16,2,7,43
new-facility-zone:1281,rider-conditional,true,332,16,2,7,43
new-facility-zone:1281,normal-operations,true,338,16,2,7,43
new-facility-zone:1281,optimistic-information,true,332,16,2,7,43
new-facility-zone:1281,saturday,true,313,18,2,7,44
new-facility-zone:1293,primary,true,386,11,2,8,25
new-facility-zone:1293,distance-300,true,339,11,2,6,19
new-facility-zone:1293,distance-500,true,398,11,2,9,27
new-facility-zone:1293,rider-conditional,true,383,11,2,8,25
new-facility-zone:1293,normal-operations,true,386,11,2,8,25
new-facility-zone:1293,optimistic-information,true,382,11,2,8,25
new-facility-zone:1293,saturday,true,375,11,2,8,23
new-facility-zone:1316,primary,true,214,27,4,9,41
new-facility-zone:1316,distance-300,true,354,10,2,4,17
new-facility-zone:1316,distance-500,true,190,32,5,15,73
new-facility-zone:1316,rider-conditional,true,204,27,4,9,41
new-facility-zone:1316,normal-operations,true,214,27,4,9,41
new-facility-zone:1316,optimistic-information,true,209,27,4,9,41
new-facility-zone:1316,saturday,true,202,27,4,9,41
new-facility-zone:1329,primary,true,246,24,5,7,38
new-facility-zone:1329,distance-300,true,365,9,2,2,9
new-facility-zone:1329,distance-500,true,199,31,5,9,49
new-facility-zone:1329,rider-conditional,true,236,24,5,7,38
new-facility-zone:1329,normal-operations,true,246,24,5,7,38
new-facility-zone:1329,optimistic-information,true,241,24,5,7,38
new-facility-zone:1329,saturday,true,219,25,5,7,40
new-facility-zone:1330,primary,true,309,19,3,7,30
new-facility-zone:1330,distance-300,true,345,11,2,3,11
new-facility-zone:1330,distance-500,true,259,26,3,9,44
new-facility-zone:1330,rider-conditional,true,302,19,3,7,30
new-facility-zone:1330,normal-operations,true,309,19,3,7,30
new-facility-zone:1330,optimistic-information,true,303,19,3,7,30
new-facility-zone:1330,saturday,true,327,16,3,7,25
new-facility-zone:1334,primary,true,262,24,2,8,57
new-facility-zone:1334,distance-300,true,267,17,1,3,25
new-facility-zone:1334,distance-500,true,282,24,2,8,57
new-facility-zone:1334,rider-conditional,true,253,24,2,8,57
new-facility-zone:1334,normal-operations,true,262,24,2,8,57
new-facility-zone:1334,optimistic-information,true,255,24,2,8,57
new-facility-zone:1334,saturday,true,291,20,2,8,48
new-facility-zone:1339,primary,true,58,55,6,21,131
new-facility-zone:1339,distance-300,true,95,34,4,12,75
new-facility-zone:1339,distance-500,true,75,55,6,30,180
new-facility-zone:1339,rider-conditional,true,48,55,6,21,131
new-facility-zone:1339,normal-operations,true,58,55,6,21,131
new-facility-zone:1339,optimistic-information,true,56,55,6,21,131
new-facility-zone:1339,saturday,true,43,57,6,21,140
new-facility-zone:1345,primary,true,40,60,5,15,95
new-facility-zone:1345,distance-300,true,45,48,4,10,61
new-facility-zone:1345,distance-500,true,54,60,5,16,100
new-facility-zone:1345,rider-conditional,true,30,60,5,15,95
new-facility-zone:1345,normal-operations,true,40,60,5,15,95
new-facility-zone:1345,optimistic-information,true,39,60,5,15,95
new-facility-zone:1345,saturday,true,35,61,5,15,94
new-facility-zone:13740,primary,true,94,46,3,12,86
new-facility-zone:13740,distance-300,true,51,46,3,8,66
new-facility-zone:13740,distance-500,true,108,46,3,12,86
new-facility-zone:13740,rider-conditional,true,82,46,3,12,86
new-facility-zone:13740,normal-operations,true,94,46,3,12,86
new-facility-zone:13740,optimistic-information,true,90,46,3,12,86
new-facility-zone:13740,saturday,true,104,41,3,12,79
new-facility-zone:13743,primary,true,97,46,3,8,63
new-facility-zone:13743,distance-300,true,52,46,3,5,50
new-facility-zone:13743,distance-500,true,110,46,3,8,63
new-facility-zone:13743,rider-conditional,true,85,46,3,8,63
new-facility-zone:13743,normal-operations,true,97,46,3,8,63
new-facility-zone:13743,optimistic-information,true,93,46,3,8,63
new-facility-zone:13743,saturday,true,122,38,3,8,53
new-facility-zone:13771,primary,true,60,55,5,9,79
new-facility-zone:13771,distance-300,true,29,55,5,7,55
new-facility-zone:13771,distance-500,true,79,55,5,9,79
new-facility-zone:13771,rider-conditional,true,50,55,5,9,79
new-facility-zone:13771,normal-operations,true,60,55,5,9,79
new-facility-zone:13771,optimistic-information,true,58,55,5,9,79
new-facility-zone:13771,saturday,true,69,50,5,9,74
new-facility-zone:13775,primary,true,93,46,4,8,52
new-facility-zone:13775,distance-300,true,50,46,4,6,48
new-facility-zone:13775,distance-500,true,107,46,4,8,52
new-facility-zone:13775,rider-conditional,true,81,46,4,8,52
new-facility-zone:13775,normal-operations,true,93,46,4,8,52
new-facility-zone:13775,optimistic-information,true,89,46,4,8,52
new-facility-zone:13775,saturday,true,126,37,4,8,44
new-facility-zone:13781,primary,true,23,73,7,13,99
new-facility-zone:13781,distance-300,true,34,52,5,5,52
new-facility-zone:13781,distance-500,true,28,73,7,14,106
new-facility-zone:13781,rider-conditional,true,13,73,7,13,99
new-facility-zone:13781,normal-operations,true,23,73,7,13,99
new-facility-zone:13781,optimistic-information,true,23,73,7,13,99
new-facility-zone:13781,saturday,true,24,67,7,13,89
new-facility-zone:1379,primary,true,37,62,5,20,110
new-facility-zone:1379,distance-300,true,262,17,2,8,36
